"","ID","alcool.0","alcool.1","bilateral.0","bilateral.1","cavitacao.0","cavitacao.1","comdiab.0","comdiab.1","comdrogas.0","comtabagis.0","escol4.0","escol4.1","fxet3.1","hiv3.0","mumigual.0","mumigual.1","pdres5.1","ppl.0","raca3.0","raca3.1","sexo2.0","sexo2.1","tipores3.0","tipores3.1","Desfechos","count.x","lift.x","confidence.x","support.x","count.y","lift.y","confidence.y","support.y"
"66",66,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"encerra2=0",83,1.22829026442308,0.798076923076923,0.140439932318105,83,1.29859162386827,0.821782178217822,0.140439932318105
"67",67,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"encerra2=0",122,1.1176525297619,0.726190476190476,0.206429780033841,126,1.22151504215741,0.773006134969325,0.213197969543147
"68",68,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"encerra2=0",46,1.16060450819672,0.754098360655738,0.077834179357022,59,1.31313549747684,0.830985915492958,0.0998307952622673
"69",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"encerra2=0",85,1.23415389150943,0.80188679245283,0.143824027072758,82,1.34976604278075,0.854166666666667,0.138747884940778
"70",70,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"encerra2=0",80,1.29605263157895,0.842105263157895,0.135363790186125,78,1.3849065673256,0.876404494382023,0.131979695431472
"79",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"encerra2=0",70,1.18389423076923,0.769230769230769,0.11844331641286,69,1.18516042780749,0.75,0.116751269035533
"80",80,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"encerra2=0",34,1.24590773809524,0.80952380952381,0.0575296108291032,34,1.37762237762238,0.871794871794872,0.0575296108291032
"81",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"encerra2=0",58,1.10204475308642,0.716049382716049,0.0981387478849408,64,1.28017328910851,0.810126582278481,0.1082910321489
"82",82,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"encerra2=0",28,1.16469594594595,0.756756756756757,0.0473773265651438,36,1.35446906035141,0.857142857142857,0.0609137055837563
"83",83,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"encerra2=0",55,1.14389780405405,0.743243243243243,0.0930626057529611,62,1.30631016042781,0.826666666666667,0.104906937394247
"84",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"encerra2=0",42,1.2928125,0.84,0.0710659898477157,43,1.38671832369311,0.877551020408163,0.0727580372250423
"85",85,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,"encerra2=0",20,1.23125,0.8,0.0338409475465313,26,1.36951871657754,0.866666666666667,0.0439932318104907
"86",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,"encerra2=0",39,1.13251768867925,0.735849056603774,0.065989847715736,42,1.18516042780749,0.75,0.0710659898477157
"87",87,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"encerra2=0",28,1.30587121212121,0.848484848484849,0.0473773265651438,28,1.3407875546913,0.848484848484849,0.0473773265651438
"89",89,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"encerra2=0",26,1.17693014705882,0.764705882352941,0.0439932318104907,27,1.33330548128342,0.84375,0.0456852791878173
"92",92,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,"encerra2=0",29,1.23980034722222,0.805555555555556,0.0490693739424704,30,1.15625407590974,0.731707317073171,0.050761421319797
"103",103,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,"encerra2=0",66,1.14132724719101,0.741573033707865,0.111675126903553,57,1.18516042780749,0.75,0.0964467005076142
